Taxa de homicídios (100.000 Habitantes)
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;
PR;4120150;Porto Barreiro;;;27,1739130435;54,9450549451;83,3101916134;28,0583613917;;29,8775022408;;
PR;4120200;Porto Rico;76,9526741054;;38,4172109105;;38,3435582822;38,3435582822;;;;
PR;4120309;Porto Vitória;;24,2013552759;;48,3325277912;;;24,1196333816;;;
PR;4120333;Prado Ferreira;28,3446712018;28,1135788586;;27,6701715551;;;27,0782561603;27,041644132;;
PR;4120358;Pranchita;;34,8796651552;;17,7210703526;;35,9841669665;;;38,3068377705;
PR;4120408;Presidente Castelo Branco;20,35002035;40,3063280935;;39,5569620253;58,858151854;58,3203732504;38,5653682993;;19,0114068441;
PR;4120507;Primeiro de Maio;;17,9340028694;17,8954903364;17,8587373873;;;;;26,9929818247;
PR;4120606;Prudentópolis;5,9855150536;9,9287118489;17,7598863367;19,6143812643;11,7000117;21,3331264667;9,6433875292;23,2211622192;25,0187640731;
PR;4120655;Quarto Centenário;;;20,3293352307;20,4624514017;;;;21,6966804079;21,9298245614;
PR;4120705;Quatiguá;;;;27,2331154684;;;13,4390538906;13,5299688811;;
PR;4120804;Quatro Barras;44,1349548843;48,2136830432;37,9434642383;56,0302563384;50,597976081;45,34941726;40,2630519393;26,2812089356;17,2421225053;
PR;4120853;Quatro Pontes;25,5950857435;25,4712175242;;25,2334090336;;;;25,0941028858;;
PR;4120903;Quedas do Iguaçu;22,2660474585;31,4831722444;31,1691550042;24,6966937301;21,4119662303;63,6730238622;54,1109274012;68,7244150955;32,5559370191;
PR;4121000;Querência do Norte;49,8007968127;49,6277915633;24,7300305004;49,2975104757;49,1320013102;48,9915897771;89,547378704;82,2842096602;32,8407224959;
PR;4121109;Quinta do Sol;;19,3199381762;;;;;;21,2359311956;21,5517241379;
PR;4121208;Quitandinha;22,7868292127;5,6382498872;16,7457437901;11,0564431422;21,9130053687;10,858942339;10,7654214663;26,7479805275;15,8957240502;
PR;4121257;Ramilândia;141,2761949611;;69,6864111498;;45,8610410456;22,7894257065;;;22,5937641211;
PR;4121307;Rancho Alegre;;;;;;;25,1445813427;25,9201658891;;
PR;4121356;Rancho Alegre D'Oeste;;;;;;35,360678925;;;;
PR;4121406;Realeza;;17,821076393;5,9231179293;11,8119536971;5,8913632615;17,6232156494;29,2945863604;17,7872643187;17,7577838286;
PR;4121505;Rebouças;27,468754292;;34,0367597005;;6,7521944632;20,1734920315;;;26,9342131843;
PR;4121604;Renascença;28,5795941698;42,8877769836;28,6041189931;;14,3184421535;;14,3245953302;;14,6670577882;
PR;4121703;Reserva;23,2036507077;19,2322486345;34,4365792998;30,4553068372;53,03231183;45,2488687783;67,559959464;45,3069546175;37,5911585595;
PR;4121752;Reserva do Iguaçu;26,6453503864;;;12,9920748344;12,8949065119;25,5852628886;38,1097560976;12,679092177;37,7358490566;
PR;4121802;Ribeirão Claro;9,116601331;18,2398540812;9,1240875912;;18,263172313;;9,1365920512;9,3309694877;9,3519124661;
PR;4121901;Ribeirão do Pinhal;7,1983875612;21,676300578;14,5043150337;7,2780203785;21,9058050383;7,3286918285;22,0572016763;7,5769055918;15,2532031727;
PR;4122008;Rio Azul;6,9075084617;;;13,5053008306;13,4084204881;;;6,6542454086;13,2152768601;
PR;4122107;Rio Bom;;58,6338317209;;;;;;;;
PR;4122156;Rio Bonito do Iguaçu;42,7563600086;28,4879994302;51,7904705534;59,1540964212;36,9603784743;36,9412633912;29,5311923219;75,1936235807;45,1705187081;
PR;4122172;Rio Branco do Ivaí;;;;24,6548323471;;48,9117143556;;;24,4917952486;
PR;4122206;Rio Branco do Sul;53,9939653803;50,5657038114;50,3192125043;40,6923967822;37,3924965724;52,7426160338;67,966264018;52,8820729773;74,3655687417;
PR;4122305;Rio Negro;9,3382307166;12,3483468651;12,2488975992;21,2694843669;3,0157724901;;11,8948495302;8,9102735454;26,5314545133;
PR;4122404;Rolândia;47,1079107642;33,192266202;34,3929641822;14,554393001;23,9654896948;9,4762777181;20,3036171675;16,9454971193;3,041501285;
PR;4122503;Roncador;25,3143194667;42,7899015832;17,3580975525;26,3968323801;26,7570460221;9,0383224873;45,7833531728;;29,8270033804;
PR;4122602;Rondon;;53,838699257;;31,9454797146;10,594342621;31,615554853;;;31,4663310258;
PR;4122651;Rosário do Ivaí;;;53,7249283668;;;18,6150409531;37,7500943752;;20,4666393778;
PR;4122701;Sabáudia;;31,5955766193;31,2646553072;15,475085113;;15,1883353584;15,0511739916;;14,7928994083;
PR;4122800;Salgado Filho;;22,5073148773;22,9147571036;;;;;;;
PR;4122909;Salto do Itararé;;;;;19,1570881226;;;;;
PR;4123006;Salto do Lontra;;42,3639059521;7,0121309866;6,9652434353;6,9199363366;13,7579968357;27,3466876325;34,237195289;20,4151071793;
PR;4123105;Santa Amélia;25,5950857435;;;26,5322366676;;;27,4499039253;87,0322019147;29,5420974889;
PR;4123204;Santa Cecília do Pavão;;;;27,3672687466;;;56,0224089636;87,7449546651;29,6208530806;
PR;4123303;Santa Cruz de Monte Castelo;24,0615976901;24,1516725033;12,1197430614;12,1624908781;12,2025625381;12,2443981878;24,57002457;25,3164556962;12,7404764938;
PR;4123402;Santa Fé;9,3318402389;;;8,9621796021;8,8519075861;8,74814102;8,6490226604;34,1005967604;33,6558687421;
PR;4123501;Santa Helena;49,8939753025;49,3056126222;69,0467487105;36,1518377184;35,7710651828;15,7387369664;27,274498344;11,576307158;11,4477600549;
PR;4123600;Santa Inês;;;;;56,1797752809;;;60,4960677556;;
PR;4123709;Santa Isabel do Ivaí;22,2246916324;;22,3313979455;44,7677672076;56,0789591745;33,7192312015;11,2650670271;23,137436372;11,6238521446;
PR;4123808;Santa Izabel do Oeste;;;21,7833284926;7,1901064136;7,1214926649;35,2982703848;6,9983903702;;6,8865780594;
PR;4123824;Santa Lúcia;24,8015873016;;;25,0187640731;50,1756146513;25,1698968034;50,4413619168;;;
PR;4123857;Santa Maria do Oeste;16,9305002963;17,1762281003;26,1392349917;8,8378258948;8,9621796021;27,2529069767;;39,2041556405;;
PR;4123907;Santa Mariana;7,8284014404;15,7455518816;39,5851476526;7,9605158414;16,0012801024;8,0437580438;48,5083676934;16,7560321716;8,4537999831;
PR;4123956;Santa Mônica;;;26,7094017094;26,455026455;78,5957558292;25,9807742271;154,5595054096;;25,354969574;
PR;4124004;Santana do Itararé;;;18,7265917603;18,8146754468;;;;39,4321766562;39,7535281256;
PR;4124020;Santa Tereza do Oeste;9,4224064826;47,209895194;66,2314315451;28,441410694;66,5209541005;19,03674091;9,5337973115;19,5560770509;9,8212531919;
PR;4124053;Santa Terezinha de Itaipu;70,0639917792;46,1808441858;36,5396912396;27,1161928865;13,4234193924;17,7218554783;13,1677127683;26,1119331535;43,0589045815;
PR;4124103;Santo Antônio da Platina;9,1178481878;31,6950035091;20,2397283379;15,641060017;4,4411875736;17,662773497;17,5584917256;19,7989308577;21,8684394682;
PR;4124202;Santo Antônio do Caiuá;;35,8166189112;;36,0490266763;;;;;37,6506024096;
PR;4124301;Santo Antônio do Paraíso;;40,9165302782;;;;;;;46,6417910448;
PR;4124400;Santo Antônio do Sudoeste;15,4575432811;5,1219012497;35,6451777167;;5,0375295955;;14,9558801535;25,0388101557;9,9656186158;
PR;4124509;Santo Inácio;18,4774575018;;;18,3318056829;54,874702762;;18,2016745541;;36,8256306389;
PR;4124608;São Carlos do Ivaí;15,320974414;15,2091254753;;;;;14,7123731058;;14,6327187591;
PR;4124707;São Jerônimo da Serra;17,1732783788;34,4056425254;8,6154906522;43,1480842251;34,5811359903;69,2340977932;8,6692674469;44,4168073199;71,3457593864;
PR;4124806;São João;9,1844232182;18,4331797235;18,4962545085;9,2790201355;9,3101201005;37,3482726424;9,3668040465;9,6459920903;19,4118217995;
PR;4124905;São João do Caiuá;16,4690382082;32,9760923331;33,0141961043;33,052388035;16,5398610652;33,1290376015;33,1619963522;67,8771423723;34,0483486551;
PR;4125001;São João do Ivaí;50,6799560774;42,6985482494;34,5333678667;43,6262106273;8,8198976892;8,9063056644;8,9968511021;28,414472438;28,8850375505;
PR;4125100;São João do Triunfo;14,2075726362;21,1148648649;;6,914672936;;;;6,7258541835;6,6684449186;
PR;4125209;São Jorge d'Oeste;10,7158165452;;32,1922953107;10,7376785139;53,7230041904;32,2476620445;21,5146299484;;22,040996253;
PR;4125308;São Jorge do Ivaí;;;;;;;;35,9195402299;;
PR;4125357;São Jorge do Patrocínio;;16,2179695102;;49,2772667543;;16,6333998669;;34,7463516331;35,1000351;
PR;4125407;São José da Boa Vista;14,95215311;;15,0920615756;30,3214069133;;30,5903946161;;;15,9897665494;
PR;4125456;São José das Palmeiras;50,8388408744;;;51,5463917526;;;;26,9541778976;27,1591526344;
PR;4125506;São José dos Pinhais;61,5316593283;50,5438883413;51,6856239623;41,6967810085;42,671582433;43,9746356987;44,5899213566;38,2054360878;27,7186306996;
PR;4125555;São Manoel do Paraná;;;;;;;45,7875457875;;;
PR;4125605;São Mateus do Sul;14,1572874637;4,6677713726;18,4731907819;11,4285714286;18,1073312057;17,9396331345;6,6666666667;11,0277900309;4,3662402305;
PR;4125704;São Miguel do Iguaçu;52,8880661856;48,828125;48,5545678643;22,2882615156;18,4774575018;33,0918851344;21,9538968167;51,4819445466;36,5965233303;
PR;4125753;São Pedro do Iguaçu;44,9910017996;45,3926463913;;61,5858352579;;15,6617071261;47,3484848485;33,0196466898;16,733601071;
PR;4125803;São Pedro do Ivaí;;;28,3232628399;18,7546886722;27,9537830786;37,043897018;36,8188512518;9,2191389324;18,3234081539;
PR;4125902;São Pedro do Paraná;;;;;40,1606425703;;;;;
PR;4126009;São Sebastião da Amoreira;11,2854079675;;33,7116529947;78,5017382528;;44,6927374302;22,3015165031;11,3109376767;11,3032666441;
PR;4126108;São Tomé;18,1983621474;;;;17,7619893428;35,3481795688;;;52,696293694;
PR;4126207;Sapopema;14,4529556294;;14,4613159798;28,9351851852;14,4675925926;28,9477493125;14,4801621778;;14,8126203525;
PR;4126256;Sarandi;51,7020551567;69,5942654325;76,7406966223;30,5550840265;35,7989886786;27,6612929995;35,0324049746;39,206544314;37,6793694986;
PR;4126272;Saudade do Iguaçu;19,3610842207;19,1975427145;95,2018278751;37,7857547705;;18,6219739292;18,4842883549;18,4569952012;36,6367466569;
PR;4126306;Sengés;10,573618821;15,7919671527;36,6934004298;5,2208415997;10,3998752015;15,5408205553;20,6472926238;;25,9511081123;
PR;4126355;Serranópolis do Iguaçu;;21,3492741247;42,7807486631;21,4270409256;;;;22,0701831825;;
PR;4126405;Sertaneja;16,7364016736;16,886187099;17,0357751278;;;;17,6118351532;;37,3482726424;
PR;4126504;Sertanópolis;24,9003984064;24,8000496001;30,8775396776;24,6078129806;18,3891136447;6,1061244428;12,1735954714;6,1436382626;18,3789744532;
PR;4126603;Siqueira Campos;5,2750962705;;;5,0862112812;10,0583383625;9,9537152242;4,9253804856;4,870208932;9,625565502;
PR;4126652;Sulina;114,7446930579;29,0275761974;;;;;;32,3939099449;;
PR;4126678;Tamarana;31,7561130518;31,1647837943;84,1622035195;37,5996390435;7,3980912924;29,124799767;43,0446947414;55,9753708368;27,495188342;
PR;4126702;Tamboara;104,3623460655;20,6910821436;;;20,1694231545;20,0521355524;19,8886237072;;19,6850393701;
PR;4126801;Tapejara;6,6684449186;26,4113568835;13,0787339786;;6,4221951063;31,849162367;50,5209977897;56,5504241282;31,129373677;
PR;4126900;Tapira;;;16,849199663;33,8638672536;;17,0881749829;34,3406593407;53,2859680284;35,8166189112;
PR;4127007;Teixeira Soares;18,9340149579;;9,1299187437;17,9533213645;8,8323617735;17,3958423937;;8,3661005605;;
PR;4127106;Telêmaco Borba;36,2243120864;28,9156626506;40,8379956712;30,9680894035;47,9673821801;55,4031236809;56,1724363161;23,2931311144;35,8354130671;
PR;4127205;Terra Boa;6,1705541158;6,1248239113;18,2415176943;6,0379181258;29,9850074963;11,9175306876;53,2954343578;23,7065133645;17,6636834668;
PR;4127304;Terra Rica;19,1864927091;19,0102021418;25,1177394035;31,1274357218;24,6913580247;61,2632481774;42,5454324439;6,0565683484;18,0158539515;
PR;4127403;Terra Roxa;11,617775196;28,936859772;40,3667608558;40,2252614642;22,9121319739;22,8336568101;28,4527399989;45,9875833525;45,8741900338;
PR;4127502;Tibagi;15,0973780887;25,0275302833;4,9793357566;4,9544193421;14,789982252;;39,0815828041;19,6579516414;19,5733020161;
PR;4127601;Tijucas do Sul;13,3931560972;19,7993664203;39,0447061886;25,6821829856;19,0114068441;12,5250501002;12,3754718149;30,4543793397;6,0074492371;
PR;4127700;Toledo;21,2137530393;23,2806441513;19,7567548345;17,9060787245;13,0474158442;21,1992731678;17,9340028694;13,1904852633;11,5463441388;
PR;4127809;Tomazina;;;;11,3947128532;11,4982177762;11,6049669258;;;;
PR;4127858;Três Barras do Paraná;16,4663263626;32,8866233659;32,8407224959;24,5982289275;16,3813580146;24,5338567223;40,8429995099;58,1154005812;24,9107365274;
PR;4127882;Tunas do Paraná;31,1235605353;;14,4927536232;14,0311491511;40,827436037;26,455026455;;;11,7522623105;
PR;4127908;Tuneiras do Oeste;22,3914017017;33,6436021083;;11,2523911331;11,2714156898;11,2815884477;56,5163332203;34,7544022243;;
PR;4127957;Tupãssi;12,1728545344;;12,144765606;24,2630110397;;24,2101440504;;12,298610257;36,9094488189;
PR;4127965;Turvo;;42,5531914894;28,5367767711;14,3502905934;21,6497077289;21,7564725506;51,0501750292;22,6894569657;22,4887556222;
PR;4128005;Ubiratã;4,5156920298;9,055510278;31,7791800972;31,8601793273;63,8861002099;45,731010198;27,5077938749;18,8430374976;28,4104361002;
PR;4128104;Umuarama;39,6449360846;28,7276522805;11,3826073759;28,1989340803;24,2257090679;13,8606542229;12,8285012645;27,371763289;17,1805769057;
PR;4128203;União da Vitória;31,3821048162;18,3109939208;25,433273989;25,2402329313;30,4266895762;23,1057711107;22,9479258605;17,6379286017;15,7587855229;
PR;4128302;Uniflor;;39,2772977219;39,0930414386;;;;;;;
PR;4128401;Uraí;8,4860828242;16,9995750106;;;;8,5484698239;17,1262202432;8,7726993596;8,8059175766;
PR;4128500;Wenceslau Braz;25,2219531881;10,0862373292;5,0418473329;10,0816614578;15,1202056348;5,0395605503;10,0745516825;5,135051864;15,4289240897;
PR;4128534;Ventania;9,7770825186;9,6061479347;18,8875247899;18,5821796897;9,147457007;9,0122566691;;17,3777044052;25,6344527044;
PR;4128559;Vera Cruz do Oeste;10,8495171965;21,807872642;10,9589041096;77,0840215835;;33,3333333333;66,9792364367;69,2840646651;;
PR;4128609;Verê;;;12,5470514429;;;;12,9115558425;;27,2405339145;
PR;4128625;Vila Alta;30,3674460978;61,5953187558;;;64,1642605069;;32,9272308199;34,9895031491;35,7270453733;
PR;4128633;Doutor Ulysses;50,994390617;34,0889722175;;;34,3524562006;17,2205958326;;53,2103582831;;
PR;4128658;Virmond;24,6426811237;;;;;;;24,8508946322;24,8570718369;
PR;4128708;Vitorino;;;;;29,4031167304;;14,5921494236;44,1501103753;;
PR;4128807;Xambrê;16,1917098446;97,6880494953;;16,4554879052;16,5316581253;16,6223404255;50,1169395256;17,3040318394;;
PR;4199919;Assunguy de Cima;;;;;;;;;;
PR;4199929;Conchas;;;;;;;;;;
PR;4199939;Palmira;;;;;;;;;;
PR;4199949;Porto de Cima;;;;;;;;;;
RJ;3300100;Angra dos Reis;38,731939766;43,050748222;29,2280971947;38,5704682455;44,3384646996;52,0504145444;45,9520427772;52,3068328974;81,3344843244;
RJ;3300159;Aperibé;;19,1791331032;9,447331129;;18,3772856749;9,0752336873;8,9605734767;8,7260034904;8,6117809163;
RJ;3300209;Araruama;31,0843095287;34,8474552646;35,0694117748;47,0730641202;38,0335025549;53,715308863;53,6257403554;52,9549649173;49,0650802291;
RJ;3300225;Areal;;17,2607232243;8,5557837098;16,9707254985;8,4153833207;8,352125616;;;8,0186031593;
RJ;3300233;Armação dos Búzios;46,9229380978;49,2576173387;61,8195555861;46,9956361195;65,7073395098;35,4084851606;41,0431268548;70,5759612139;69,1937424789;
RJ;3300258;Arraial do Cabo;7,1784932343;21,3333333333;17,6180408739;17,4660285744;41,5757197796;27,495188342;34,3914434089;56,9800569801;43,1951089846;
RJ;3300308;Barra do Piraí;10,4958226626;15,6879150761;16,6763945635;13,5049500836;23,818400232;18,5823715235;23,6742424242;26,1172665267;17,0052716342;
RJ;3300407;Barra Mansa;20,1400854835;27,9334290519;16,7375221772;22,8447891593;25,5986466107;18,3419948309;19,4308428544;30,5135540117;24,4597121364;
RJ;3300456;Belford Roxo;45,5701568461;37,7805309959;35,9456652891;51,509371146;51,5241339461;44,2710552515;47,1525333862;46,0252368423;52,8888312158;
RJ;3300506;Bom Jardim;15,7072174664;23,4018487461;19,37458829;15,4029804767;3,827604685;;11,353315168;11,075423635;22,0030070776;
RJ;3300605;Bom Jesus do Itabapoana;5,6184509931;5,6061667835;2,797124556;19,5394277739;5,5713410218;8,3419069599;13,8769393023;5,4244643341;18,9265918616;
RJ;3300704;Cabo Frio;48,6095531126;50,5903951266;55,5751003156;61,8824233955;80,6897259973;50,3717917966;47,1055966159;44,8722057894;39,5455852747;
RJ;3300803;Cachoeiras de Macacu;9,1645588181;12,7441877401;18,0877618204;14,3802128271;17,8679912804;10,6592762351;22,9669805487;24,0678024377;35,8606557377;
RJ;3300902;Cambuci;;6,7159167226;;13,4571390122;26,936026936;13,4816312774;20,2374527793;;12,9065565307;
RJ;3300936;Carapebus;7,4465708541;14,528548598;21,2886744252;27,7623542476;27,1942348222;26,6542280269;58,8504544563;19,0682005975;24,939210674;
RJ;3300951;Comendador Levy Gasparian;;;;12,1359223301;;;12,1138703816;35,1782363977;23,4082397004;
RJ;3301009;Campos dos Goytacazes;41,8303233377;37,8752415079;44,5478498801;45,2632814203;45,9792115709;38,0191211384;55,4203117495;37,2336592279;48,0708110857;
RJ;3301108;Cantagalo;35,115882412;15,077649897;5,0352467271;15,132408575;35,367825384;30,3689831452;20,27677802;4,9549103161;4,9561381771;
RJ;3301157;Cardoso Moreira;39,4757618822;31,6380605869;15,8466048649;7,9371378681;23,8473767886;15,923566879;39,8787685436;15,5896796321;23,3899890847;
RJ;3301207;Carmo;;5,6593095642;;;16,5984286821;10,989614814;10,9158388822;5,3737438874;5,3319114903;
RJ;3301306;Casimiro de Abreu;16,8857118735;8,2079343365;13,3198358996;36,3711940143;27,9074487518;32,2508620904;46,1534724415;47,1965263357;43,8849751703;
RJ;3301405;Conceição de Macabu;23,4488580406;37,2058413171;18,4535892231;59,5129097235;77,25868024;45,1243174947;44,812906117;34,961978848;21,6788067985;
RJ;3301504;Cordeiro;9,7385207187;14,528548598;9,6348395799;9,586349039;14,3088810455;14,2436615706;14,1790339352;18,4484826123;4,5858937907;
RJ;3301603;Duas Barras;18,2033312096;;;9,0334236676;27,0392068499;;8,9726334679;;;
RJ;3301702;Duque de Caxias;55,7272228065;47,079944522;44,8645091823;47,3727030246;47,4727316402;33,7589452709;43,1832967459;56,6559148775;47,3543362027;
RJ;3301801;Engenheiro Paulo de Frontin;;14,953271028;7,4399226248;;;7,3389109056;22,1877080098;14,4362638949;14,358532558;
RJ;3301850;Guapimirim;23,1866135951;28,4257802877;29,7652267738;25,5913428143;41,3445982384;38,9284071204;47,2813238771;52,8289025222;26,8397832688;
RJ;3301876;Iguaba Grande;34,8265203953;8,4760128835;20,6594496323;8,0684202033;23,6630383341;23,1633401537;18,9178963299;36,7687612604;50,4286434695;
RJ;3301900;Itaboraí;52,4745156374;34,3495062258;37,1708920566;41,7290012119;45,3406934925;31,876754859;46,7965994471;54,0990604515;72,0584846771;
RJ;3302007;Itaguaí;56,5358136142;40,2915316154;52,7950583825;51,929168614;47,7111431079;61,2703954878;59,5755243887;58,0471955949;80,214116096;
RJ;3302056;Italva;;7,027900766;;6,942034016;;;6,827336656;19,98001998;19,850459869;
RJ;3302106;Itaocara;13,0327121074;21,7694183211;13,0901474823;17,490161784;39,430449069;35,1139007154;26,3898662913;17,1976439228;17,2065212716;
RJ;3302205;Itaperuna;25,9484145519;23,7318915349;16,4154756897;20,407330313;17,2557299174;7,0692075418;12,0598166908;17,645674849;27,283534387;
RJ;3302254;Itatiaia;20,7368493814;27,3860057511;27,134280772;30,2582033351;33,338889815;19,8425821814;39,376538146;35,1898653188;60,246694359;
RJ;3302270;Japeri;52,0865887451;35,117074128;35,8533087482;47,7676257457;58,5013566263;65,0891721659;85,5193810783;58,1823823746;64,4478645633;
